NVAR: 56 
VARNAMES: CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zHD zHDERR z zERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB SIM_TYPE_INDEX SIM_NONIA_INDEX SIM_ZCMB SIM_DLMAG SIM_PKMJD SIMx1 SIMc SIMbeta SIM_x0 SIM_mb SIMZ MWEBV T0GAPMAX delmu RA DECL MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE SIM_MU SIM_MB 

# SALT2mu fit results: 
#  NSNFIT   = 349    [ true CC/(Ia+CC) = 0.0000) ] 
#  -2log(L) = 323.41    
#  chi2(Ia)/dof = 323.41/348 = 0.986    
#  sigint   = 0.1100  (1 iterations)
#  Omega_L        =      0.69237 +-    0.01293   
#  M0avg          =    -30.00500 
#  m0-M0avg chi2/dof = 0.0 / -1 
 
SN: 117 117 10 101 X3 1 0.15599 0.00100 0.15640 0.00100 -9 -9 40.5279 24.9826 19.6678 56581.500 0.177 -7.87361e-01 0.1687 1.41567e-02 3.04443e-02 20.0736 4.35157e-02 1.67703e-04 6.85797e-06 1.48976e-03 -5.85203e-07 -1.67743e-07 31 9.4099 1 1 0 0.1557 39.3542 56581.422 -8.75191e-01 -1.58954e-02 3.2000 1.69682e-04 20.0609 0.1557 1.19110e-02 9.5460 -8.88020e-02 54.762486 -28.378544  39.2881 39.3572  0.1317  0.0724 -0.069 -0.524 0 39.3542  9.4259 
SN: 119 119 10 101 C3 1 0.60195 0.00100 0.60327 0.00100 -9 -9 19.8371 14.6543 13.4268 56578.332 0.545 -7.38525e-01 0.4019 -2.45429e-02 3.64360e-02 23.5100 4.05247e-02 7.07976e-06 2.69243e-07 1.38341e-03 -5.31925e-08 -4.19146e-09 58 55.3254 0.5754 1 0 0.6029 42.7516 56578.277 -1.24817e+00 -2.57510e-03 3.2000 6.80381e-06 23.5531 0.6029 2.00270e-02 6.8756 9.02800e-02 34.851402 -4.658404  42.8551 42.7409  0.1659  0.1242  0.114  0.688 0 42.7516 12.9181 
SN: 120 120 10 101 E1 1 0.22686 0.00100 0.22783 0.00100 -9 -9 64.4660 59.6301 35.9164 56901.207 0.170 1.3123 0.1943 -1.25210e-01 2.66909e-02 20.3559 4.08536e-02 1.29311e-04 4.95837e-06 4.58048e-04 -4.39575e-07 -9.48484e-08 44 22.9801 0.9974 1 0 0.2268 40.2625 56901.266 1.2376 -1.17216e-01 3.2000 1.30125e-04 20.3491 0.2268 3.66150e-02 7.3046 2.49980e-02 37.277485 -4.954121  40.3103 40.2606  0.1327  0.0743  0.050  0.374 0 40.2625  9.7141 
SN: 121 121 10 101 S1 1 0.34267 0.00100 0.34375 0.00100 -9 -9 26.7401 18.7227 18.5407 56655.988 0.312 -1.42103e+00 0.3352 -3.53227e-02 3.34238e-02 21.9386 4.33805e-02 3.00998e-05 1.22699e-06 3.34486e-03 -1.97652e-07 -2.90413e-08 36 20.2397 0.9841 1 0 0.3426 41.2902 56655.840 -1.23391e+00 -5.16368e-02 3.2000 3.02637e-05 21.9327 0.3426 2.90690e-02 6.6803 -8.71250e-02 35.868736 -7.355385  41.2227 41.2863  0.1418  0.0894 -0.064 -0.449 0 41.2902 11.2977 
SN: 123 123 10 101 X3 1 0.36490 0.00100 0.36541 0.00100 -9 -9 28.2335 26.5023 26.1856 56551.156 0.242 -1.77490e+00 0.2082 -7.10096e-02 2.99569e-02 22.1008 4.05108e-02 2.59235e-05 9.85524e-07 1.66923e-03 -1.11367e-07 -2.19646e-08 40 13.2988 1 1 0 0.3638 41.4422 56551.465 -1.80862e+00 -4.75388e-02 3.2000 2.41365e-05 22.1783 0.3638 1.01420e-02 4.4315 -1.54690e-02 53.344292 -29.093018  41.4495 41.4456  0.1336  0.0759  0.004  0.029 0 41.4422 11.5433 
SN: 124 124 10 101 S1 1 0.49733 0.00100 0.49789 0.00100 -9 -9 9.3050 9.1889 6.3436 56924.723 1.006 -2.74391e+00 0.7149 -9.16179e-03 6.63064e-02 23.3410 7.21123e-02 8.27201e-06 5.68065e-07 9.57546e-03 -1.60420e-07 -2.50551e-08 49 39.8816 0.8465 1 0 0.4969 42.2448 56925.055 -1.77565e+00 -1.86429e-03 3.2000 1.01168e-05 23.1224 0.4969 9.10800e-03 5.3722 9.44960e-02 53.815773 -28.798178  42.3561 42.2415  0.2214  0.1921  0.115  0.518 0 42.2448 12.4874 
SN: 125 125 10 101 S2 1 0.41221 0.00100 0.41333 0.00100 -9 -9 9.1719 8.1089 7.5472 56958.184 0.725 -2.72202e+00 0.5444 0.2212 6.35707e-02 23.3700 7.56903e-02 8.05389e-06 5.81497e-07 5.39470e-03 -1.15150e-07 -2.83876e-08 55 37.8324 0.9702 1 0 0.4145 41.7756 56959.328 -2.47579e+00 0.2007 3.2000 7.83765e-06 23.3995 0.4145 2.61570e-02 6.3403 -1.29033e-01 36.547379 -4.755351  41.6511 41.7568  0.2013  0.1686 -0.106 -0.525 0 41.7756 12.7645 
SN: 126 126 10 101 S1 1 0.48192 0.00100 0.48303 0.00100 -9 -9 5.7922 5.5976 5.2605 56903.438 1.094 -1.72122e+00 0.6626 0.2107 8.53860e-02 23.2715 0.1048 8.81841e-06 8.93482e-07 2.45050e-03 -2.60077e-07 -5.17577e-08 40 36.0194 0.6913 1 0 0.4824 42.1677 56902.000 -1.08463e+00 9.68877e-02 3.2000 8.87469e-06 23.2646 0.4824 3.09340e-02 8.0072 -4.56593e-01 40.350784 -0.583149  41.7263 42.1598  0.2711  0.2478 -0.434 -1.599 0 42.1677 12.6296 
SN: 127 127 10 101 C3 1 0.87103 0.00100 0.87250 0.00100 -9 -9 18.0207 17.9301 9.8036 57037.918 0.740 0.8246 0.5606 4.04482e-02 4.93581e-02 24.0148 3.89454e-02 4.44711e-06 1.62414e-07 8.07803e-03 -5.20312e-08 -1.65049e-09 29 18.0614 0.9575 1 0 0.8713 43.7308 57038.539 1.0159 -2.69664e-02 3.2000 3.97267e-06 24.1373 0.8713 2.58270e-02 4.2745 -3.75212e-01 37.340279 -4.414460  43.3708 43.7211  0.1963  0.1626 -0.350 -1.784 0 43.7308 13.5023 
SN: 128 128 10 101 E2 1 0.54799 0.00100 0.54924 0.00100 -9 -9 15.4425 12.1659 9.2641 56968.176 0.392 -7.93829e-01 0.4201 -2.04207e-01 3.81705e-02 22.8258 4.94017e-02 1.32943e-05 6.18870e-07 5.86326e-03 -1.81597e-07 -1.09835e-08 54 38.4968 0.9451 1 0 0.5471 42.4964 56967.828 -4.54640e-01 -8.83242e-02 3.2000 1.22757e-05 22.9124 0.5471 2.57280e-02 8.2878 0.2200 36.048714 -4.600383  42.7382 42.4945  0.1620  0.1189  0.244  1.504 0 42.4964 12.2774 
SN: 129 129 10 101 X1 1 0.50320 0.00100 0.50444 0.00100 -9 -9 6.9603 6.5772 6.0662 56967.820 0.801 0.3722 0.9183 3.15071e-02 5.89655e-02 23.4854 9.20377e-02 7.24156e-06 6.40635e-07 1.89000e-02 -4.63260e-07 -1.99420e-08 53 42.2679 0.8765 1 0 0.5038 42.2807 56966.633 -1.68942e-01 0.1660 3.2000 7.34079e-06 23.4706 0.5038 2.74810e-02 8.5295 0.5110 34.753445 -6.339206  42.8067 42.2721  0.2385  0.2116  0.535  2.242 0 42.2807 12.8356 
SN: 130 130 10 101 X2 1 0.14426 0.00100 0.14518 0.00100 -9 -9 69.6235 60.9785 53.2845 56912.168 0.193 -1.75043e+00 0.1611 0.1089 3.10678e-02 20.2913 4.31670e-02 1.37238e-04 5.56627e-06 5.49368e-04 -3.43577e-07 -1.31954e-07 40 8.5165 1 1 0 0.1445 39.1770 56912.227 -1.78836e+00 0.1001 3.2000 1.26149e-04 20.3828 0.1445 2.89470e-02 9.6635 -1.32220e-01 36.018082 -6.369050  39.0678 39.1716  0.1361  0.0802 -0.104 -0.763 0 39.1770  9.7478 
SN: 134 134 10 101 X2 1 0.33390 0.00100 0.33437 0.00100 -9 -9 24.4394 21.7340 17.5966 57004.355 0.276 0.6849 0.2771 9.83544e-02 2.99865e-02 22.0588 3.89563e-02 2.69451e-05 9.84347e-07 1.30501e-03 -1.26967e-07 -2.19768e-08 51 38.1527 0.9243 1 0 0.3345 41.2295 57004.316 0.9518 6.85059e-02 3.2000 2.97730e-05 21.9504 0.3345 1.41750e-02 5.2283 -2.99270e-02 55.193546 -27.535137  41.2100 41.2208  0.1382  0.0836 -0.011 -0.079 0 41.2295 11.3154 
SN: 136 136 10 101 E1 1 0.30568 0.00100 0.30661 0.00100 -9 -9 67.9860 59.2681 50.0134 56594.922 0.284 1.7265 0.2347 -1.34450e-01 2.71644e-02 21.0138 4.46982e-02 7.05486e-05 2.96500e-06 -1.96710e-04 -2.01963e-07 -5.18290e-08 40 22.7270 0.9908 1 0 0.3047 40.9946 56594.816 1.6318 -1.44727e-01 3.2000 7.56461e-05 20.9380 0.3047 6.48570e-02 6.1197 3.41190e-02 42.552238 0.067775  41.0557 40.9988  0.1374  0.0824  0.057  0.414 0 40.9946 10.3030 
SN: 137 137 10 101 E1 1 0.30461 0.00100 0.30507 0.00100 -9 -9 25.8103 24.7085 15.1605 56569.461 0.288 -1.65924e+00 0.3026 0.1532 3.61328e-02 22.2353 4.78280e-02 2.29031e-05 1.03146e-06 2.46364e-03 -1.58977e-07 -2.78097e-08 48 24.9464 0.9976 1 0 0.3049 40.9962 56569.102 -1.87868e+00 0.1124 3.2000 2.25130e-05 22.2539 0.3049 1.19350e-02 8.4406 -1.26109e-01 54.758606 -28.047678  40.8827 40.9900  0.1458  0.0957 -0.107 -0.736 0 40.9962 11.6189 
SN: 138 138 10 101 X2 1 0.39811 0.00100 0.39922 0.00100 -9 -9 12.7420 12.1572 9.1214 56645.008 0.538 -5.14339e-01 0.4757 0.1981 5.61158e-02 22.7908 7.37170e-02 1.37304e-05 9.64617e-07 8.00599e-03 -2.44042e-07 -4.27107e-08 34 43.7042 0.1231 1 0 0.3998 41.6829 56645.043 -3.53691e-01 0.1222 3.2000 1.41450e-05 22.7585 0.3998 3.31230e-02 7.1608 -2.36037e-01 36.658714 -5.988384  41.4549 41.6677  0.1769  0.1385 -0.213 -1.203 0 41.6829 12.1235 
SN: 142 142 10 101 X1 1 0.84858 0.00100 0.84928 0.00100 -9 -9 6.6920 5.8074 5.3578 56585.766 1.675 0.3142 1.5021 9.29310e-02 0.1347 24.0474 0.1265 4.31561e-06 5.33166e-07 0.1226 -6.73425e-07 -3.26532e-08 65 73.8540 0.2371 1 0 0.8473 43.6560 56586.027 9.71231e-02 -3.05666e-02 3.2000 3.82092e-06 24.1796 0.8473 7.10800e-03 6.4594 -5.09849e-01 53.361755 -28.048771  43.1640 43.6514  0.3810  0.3648 -0.487 -1.279 0 43.6560 13.5446 
SN: 143 143 10 101 S2 1 0.67296 0.00100 0.67360 0.00100 -9 -9 7.0211 6.8754 5.4182 56669.613 1.209 1.8838 1.4385 5.68725e-02 8.83835e-02 23.7958 0.1146 5.44111e-06 6.05470e-07 5.43683e-02 -7.33654e-07 -2.61627e-08 32 31.9737 0.4680 1 0 0.6736 43.0448 56669.902 0.5300 1.40032e-02 3.2000 6.22057e-06 23.6504 0.6736 7.97600e-03 4.7498 0.1912 53.470409 -28.109644  43.2475 43.0350  0.3258  0.3067  0.212  0.652 0 43.0448 13.0154 
SN: 144 144 10 101 S2 1 0.10712 0.00100 0.10795 0.00100 -9 -9 38.5838 35.0455 29.3413 56916.789 0.196 -5.71212e-01 0.1474 0.2102 2.82803e-02 19.9337 4.42642e-02 1.90766e-04 7.93803e-06 3.52234e-04 -3.79021e-07 -1.75086e-07 36 13.3538 0.9999 1 0 0.1061 38.4525 56916.488 -5.87475e-01 0.2373 3.2000 1.91612e-04 19.9289 0.1061 3.40090e-02 10.7180 4.67180e-02 40.742615 -0.088153  38.5511 38.4735  0.1326  0.0740  0.078  0.585 0 38.4525  9.2939 
SN: 145 145 10 101 C1 1 0.48343 0.00100 0.48400 0.00100 -9 -9 17.0014 13.7602 11.1323 56652.172 0.589 0.4366 0.4826 0.1680 4.06404e-02 23.0055 4.97267e-02 1.12666e-05 5.28011e-07 5.05742e-03 -1.45288e-07 -1.49319e-08 37 26.4012 0.9023 1 0 0.4846 42.1800 56652.543 1.5092 0.2073 3.2000 8.85420e-06 23.2671 0.4846 8.33300e-03 4.7302 -2.88867e-01 53.515602 -27.597168  41.8990 42.1679  0.1625  0.1196 -0.269 -1.655 0 42.1800 12.6321 
SN: 149 149 10 101 C2 1 0.45756 0.00100 0.45873 0.00100 -9 -9 26.0106 17.7455 13.7845 56562.906 0.324 0.1877 0.2713 -6.03547e-02 2.87979e-02 22.5347 3.56452e-02 1.73829e-05 5.80158e-07 1.97620e-03 -8.22805e-08 -1.05355e-08 56 60.2787 0.3238 1 0 0.4571 42.0280 56562.555 -8.43782e-02 -4.30984e-02 3.2000 1.73474e-05 22.5369 0.4571 2.47440e-02 5.4601 7.51480e-02 35.771889 -5.455762  42.1241 42.0255  0.1374  0.0823  0.099  0.718 0 42.0280 11.9019 
SN: 150 150 10 101 C2 1 0.51977 0.00100 0.52087 0.00100 -9 -9 24.8967 14.8380 14.2116 56660.344 0.491 1.0163 0.4149 -8.94732e-02 3.42504e-02 22.7762 4.18116e-02 1.39162e-05 5.46365e-07 2.74866e-03 -1.21084e-07 -8.55765e-09 36 28.9589 0.8247 1 0 0.5207 42.3668 56659.219 0.5174 -6.65007e-02 3.2000 1.47023e-05 22.7165 0.5207 4.03140e-02 5.2447 0.1954 41.849571 -0.957210  42.5748 42.3564  0.1589  0.1147  0.218  1.374 0 42.3668 12.0815 
SN: 151 151 10 101 E2 1 0.42640 0.00100 0.42743 0.00100 -9 -9 25.5274 20.1369 17.0057 56602.512 0.403 2.51473e-02 0.3588 -9.89586e-02 2.95296e-02 22.2035 3.87230e-02 2.35826e-05 8.56256e-07 3.39609e-03 -1.53056e-07 -1.61036e-08 35 30.3334 0.6929 1 0 0.4263 41.8480 56601.641 -3.07708e-01 -9.44090e-02 3.2000 2.31428e-05 22.2240 0.4263 3.95490e-02 9.0799 2.73110e-02 41.832596 -1.560210  41.8937 41.8437  0.1392  0.0852  0.050  0.359 0 41.8480 11.5890 
SN: 152 152 10 101 X3 1 0.93429 0.00100 0.93508 0.00100 -9 -9 7.3850 7.1298 5.3890 56675.504 2.121 1.4120 1.8560 0.1587 0.1151 24.7108 0.1124 2.34245e-06 2.55553e-07 0.1392 -4.02220e-07 -1.24594e-08 21 8.9506 0.9936 1 0 0.9340 43.9169 56674.363 -5.19037e-02 -4.00550e-02 3.2000 3.03102e-06 24.4310 0.9340 1.02930e-02 3.6114 -1.60824e-01 52.049500 -27.291018  43.7707 43.9085  0.3462  0.3282 -0.138 -0.398 0 43.9169 13.7960 
SN: 154 154 10 101 E1+E2 1 0.68138 0.00100 0.68203 0.00100 -9 -9 8.5285 8.0089 6.1504 56573.047 1.020 0.5410 0.7555 -4.79132e-02 5.66084e-02 23.8876 6.62522e-02 4.99974e-06 3.14587e-07 1.26764e-02 -1.59202e-07 -4.77786e-09 115 105.8451 0.7178 1 0 0.6807 43.0726 56572.684 1.7440 0.1181 3.2000 5.21796e-06 23.8412 0.6807 7.64900e-03 6.5351 0.3973 53.161098 -27.821962  43.4867 43.0679  0.2291  0.2010  0.419  1.828 0 43.0726 13.2062 
SN: 155 155 10 101 C2 1 0.45468 0.00100 0.45577 0.00100 -9 -9 15.9761 13.0995 8.9703 56617.176 0.368 -1.17871e+00 0.3406 -3.00018e-02 6.03084e-03 22.5273 4.59542e-02 1.75019e-05 7.56675e-07 1.18487e-04 -1.82277e-07 -5.68836e-10 48 49.7265 0.4044 1 0 0.4562 42.0228 56617.086 -9.45654e-01 -7.91853e-02 3.2000 1.73485e-05 22.5368 0.4562 6.37300e-03 8.9434 -2.03867e-01 6.966505 -43.037170  41.8283 42.0092  0.1409  0.0880 -0.181 -1.284 0 42.0228 11.9018 
SN: 156 156 10 101 C3 1 0.42368 0.00100 0.42468 0.00100 -9 -9 50.4643 47.9800 30.8449 56659.996 0.229 -6.40627e-01 0.2365 0.1447 2.64390e-02 22.9264 3.96995e-02 1.21184e-05 4.51304e-07 9.91433e-04 -2.88720e-08 -8.77007e-09 31 18.7810 0.9693 1 0 0.4234 41.8306 56659.637 -6.55940e-01 0.1591 3.2000 1.06499e-05 23.0666 0.4234 5.96100e-02 4.8777 -1.06131e-01 43.036102 -0.601075  41.7437 41.8273  0.1299  0.0691 -0.084 -0.644 0 41.8306 12.4316 
SN: 157 157 10 101 X1 1 0.44228 0.00100 0.44344 0.00100 -9 -9 13.6182 10.1405 6.8045 56974.230 0.661 -1.45307e+00 0.4809 8.30664e-02 5.31513e-02 23.1376 6.57025e-02 9.97607e-06 6.22334e-07 5.51893e-03 -1.66360e-07 -2.07348e-08 53 45.3706 0.7922 1 0 0.4404 41.9319 56974.668 -1.34103e+00 0.1524 3.2000 9.05965e-06 23.2422 0.4404 2.66890e-02 8.8899 7.71060e-02 35.560093 -6.454130  42.0384 41.9378  0.1895  0.1543  0.101  0.530 0 41.9319 12.6072 
SN: 158 158 10 101 C2 1 0.52450 0.00100 0.52504 0.00100 -9 -9 15.9939 10.2324 7.0889 56598.672 0.096 -2.82593e+00 0.7089 9.97403e-02 6.71131e-02 23.4893 6.37091e-02 7.21598e-06 4.36090e-07 5.74918e-03 -1.08225e-07 -1.60610e-08 52 53.9314 0.4385 1 0 0.5245 42.3861 56594.879 -2.06094e+00 -7.82161e-03 3.2000 8.71265e-06 23.2846 0.5245 1.09610e-02 5.2509 -2.55745e-01 54.926636 -27.880491  42.1445 42.3801  0.2374  0.2104 -0.236 -0.992 0 42.3861 12.6496 
SN: 160 160 10 101 X3 1 0.14724 0.00100 0.14811 0.00100 -9 -9 99.6760 98.6690 88.9901 56978.945 0.173 -1.15855e+00 0.1263 6.73643e-02 2.63153e-02 20.2707 3.31886e-02 1.39864e-04 4.34136e-06 1.35917e-04 -1.49278e-07 -8.98122e-08 31 4.3148 1 1 0 0.1454 39.1917 56978.836 -1.11219e+00 5.86367e-02 3.2000 1.53449e-04 20.1701 0.1454 6.91900e-03 9.5096 1.56790e-02 7.100991 -42.402264  39.2630 39.2201  0.1299  0.0691  0.043  0.330 0 39.1917  9.5351 
SN: 161 161 10 101 S1 1 0.36325 0.00100 0.36373 0.00100 -9 -9 42.1187 32.5032 27.0728 56594.875 0.322 0.7519 0.2791 -2.70550e-02 2.88524e-02 21.8311 3.73628e-02 3.32311e-05 1.16346e-06 2.06460e-03 -1.74403e-07 -2.42578e-08 49 37.7988 0.8976 1 0 0.3620 41.4299 56594.980 0.7208 -4.90967e-02 3.2000 3.39817e-05 21.8069 0.3620 1.30950e-02 5.8405 -6.02760e-02 55.058575 -27.317081  41.3930 41.4341  0.1355  0.0791 -0.041 -0.303 0 41.4299 11.1719 
SN: 162 162 10 101 X3 1 0.43921 0.00100 0.44022 0.00100 -9 -9 21.5737 20.2250 8.2280 56664.375 0.558 8.89801e-02 0.6708 0.2231 5.49315e-02 23.1870 7.36035e-02 9.53237e-06 6.68619e-07 5.40226e-03 -2.08502e-07 -2.85553e-08 6 3.5840 0.8263 1 0 0.4389 41.9229 56664.914 0.9788 0.2366 3.2000 9.61125e-06 23.1781 0.4389 8.79400e-03 10.3934 -8.68340e-02 9.944899 -44.646397  41.8555 41.9199  0.1967  0.1630 -0.064 -0.327 0 41.9229 12.5431 
SN: 163 163 10 101 C3 1 0.32040 0.00100 0.32139 0.00100 -9 -9 53.7993 43.5313 37.9500 56672.199 0.170 -1.19230e+00 0.2153 3.88077e-02 2.91127e-02 21.9076 3.79376e-02 3.09712e-05 1.10132e-06 2.49116e-03 -1.35778e-07 -2.61813e-08 25 7.4765 0.9999 1 0 0.3207 41.1228 56672.133 -1.06505e+00 7.61433e-03 3.2000 3.03038e-05 21.9313 0.3207 5.71700e-03 5.2590 -1.53425e-01 7.717147 -42.745502  40.9865 41.1169  0.1285  0.0665 -0.130 -1.014 0 41.1228 11.2963 
SN: 166 166 10 101 E2 1 0.44347 0.00100 0.44453 0.00100 -9 -9 12.4176 9.5269 7.0376 56907.176 0.640 -1.52521e+00 0.5383 -1.13515e-01 9.43717e-02 22.5710 0.1385 1.68109e-05 2.28712e-06 3.01317e-02 -1.03174e-06 -1.78602e-07 29 12.5918 0.9978 1 0 0.4446 41.9564 56907.871 -1.48724e+00 3.31136e-03 3.2000 1.34874e-05 22.8102 0.4446 3.01180e-02 11.7361 0.1232 41.296520 -1.454091  42.0907 41.9448  0.2207  0.1913  0.146  0.661 0 41.9564 12.1752 
SN: 167 167 10 101 X2 1 0.34614 0.00100 0.34663 0.00100 -9 -9 26.1360 23.5462 18.5099 56974.355 0.357 1.3231 0.3174 0.2195 3.16152e-02 22.4502 4.00000e-02 1.87890e-05 7.05122e-07 4.10391e-04 -1.00897e-07 -1.51487e-08 53 48.0800 0.7009 1 0 0.3456 41.3120 56974.496 1.1324 0.2179 3.2000 1.81846e-05 22.4857 0.3456 8.88900e-03 9.5348 -2.79360e-02 53.922981 -29.075668  41.3031 41.3118  0.1474  0.0982 -0.009 -0.059 0 41.3120 11.8507 
SN: 168 168 10 101 X1 1 0.75301 0.00100 0.75429 0.00100 -9 -9 9.2622 9.1927 7.7441 56634.453 1.659 2.2075 1.3636 0.2584 9.31515e-02 23.8505 9.75315e-02 5.17381e-06 4.86277e-07 3.94617e-02 -5.38532e-07 -1.76477e-08 48 39.4042 0.8346 1 0 0.7520 43.3376 56631.078 1.8905 5.41336e-02 3.2000 5.02952e-06 23.8812 0.7520 5.90700e-03 4.5580 -6.54550e-01 8.328367 -43.841999  42.7026 43.3331  0.3470  0.3291 -0.630 -1.817 0 43.3376 13.2462 
SN: 169 169 10 101 C2 1 0.35788 0.00100 0.35889 0.00100 -9 -9 31.6906 28.0682 23.2345 57020.531 0.296 1.0752 0.3346 3.07118e-02 3.09716e-02 21.8899 4.68324e-02 3.14801e-05 1.38758e-06 3.91785e-03 -2.99538e-07 -3.20681e-08 43 29.1503 0.9473 1 0 0.3582 41.4030 57020.699 1.0190 -5.27916e-03 3.2000 3.18147e-05 21.8784 0.3582 3.41140e-02 5.7578 -1.06989e-01 40.618511 -0.761248  41.3122 41.3963  0.1371  0.0819 -0.084 -0.613 0 41.4030 11.2434 
SN: 171 171 10 101 S2 1 0.14006 0.00100 0.14087 0.00100 -9 -9 87.4572 84.1619 62.2158 56655.078 0.193 -2.77488e+00 0.1965 -1.98605e-02 3.60131e-02 20.1376 5.63007e-02 1.58116e-04 8.41539e-06 4.20282e-04 -3.77517e-07 -2.12467e-07 32 5.2936 1 1 0 0.1390 39.0851 56655.047 -2.68847e+00 -1.41376e-02 3.2000 1.71195e-04 20.0513 0.1390 6.84210e-02 6.1665 5.39820e-02 42.833492 0.940909  39.1826 39.1018  0.1450  0.0945  0.081  0.558 0 39.0851  9.4163 
SN: 174 174 10 101 X3 1 0.15656 0.00100 0.15746 0.00100 -9 -9 68.3920 55.6910 47.3676 56572.020 0.203 -2.61010e+00 0.1917 2.20872e-02 3.54449e-02 20.3618 4.53947e-02 1.28610e-04 5.49118e-06 6.08491e-04 -3.42626e-07 -1.47898e-07 32 6.0695 1 1 0 0.1547 39.3390 56571.996 -2.64823e+00 4.47326e-02 3.2000 1.14509e-04 20.4879 0.1547 2.75200e-02 9.5373 -9.72930e-02 37.433109 -4.308950  39.2957 39.3659  0.1434  0.0919 -0.070 -0.489 0 39.3390  9.8529 
SN: 175 175 10 101 C1 1 0.53823 0.00100 0.53937 0.00100 -9 -9 16.8172 11.9978 11.2364 56955.129 0.471 0.3176 0.5174 -5.99921e-02 5.98373e-03 22.9456 4.28240e-02 1.19061e-05 4.78990e-07 9.31194e-05 -1.57742e-07 -2.30043e-10 56 60.5050 0.3165 1 0 0.5363 42.4443 56954.906 -8.23572e-02 -2.44578e-02 3.2000 1.11934e-05 23.0126 0.5363 7.25000e-03 4.5549 8.13830e-02 8.886132 -42.991947  42.5520 42.4475  0.1532  0.1067  0.104  0.682 0 42.4443 12.3776 
SN: 176 176 10 101 E2 1 0.49866 0.00100 0.49974 0.00100 -9 -9 15.5596 11.0372 10.8463 56577.297 0.726 -1.33760e+00 0.4595 2.39239e-02 4.86769e-02 22.9687 5.41533e-02 1.16557e-05 5.96093e-07 2.54343e-03 -1.08558e-07 -1.62187e-08 47 47.4572 0.4539 1 0 0.4983 42.2524 56577.059 -8.51773e-01 2.64901e-03 3.2000 1.11677e-05 23.0151 0.4983 3.55400e-02 7.3294 -1.96483e-01 41.941212 -0.610726  42.0748 42.2485  0.1858  0.1497 -0.174 -0.935 0 42.2524 12.3801 
SN: 178 178 10 101 E1 1 0.30693 0.00100 0.30802 0.00100 -9 -9 16.9974 13.8627 11.9389 56619.754 0.413 -2.31046e+00 0.4023 1.24957e-02 5.26253e-02 22.3196 7.16986e-02 2.11909e-05 1.44662e-06 6.60460e-03 -3.38073e-07 -5.68692e-08 40 22.1692 0.9928 1 0 0.3070 41.0136 56619.699 -1.96976e+00 8.55492e-02 3.2000 2.37011e-05 22.1981 0.3070 2.05640e-02 9.9058 0.2930 34.037262 -4.833221  41.3262 41.0090  0.1719  0.1321  0.317  1.845 0 41.0136 11.5631 
SN: 179 179 10 101 C1 1 0.41930 0.00100 0.42033 0.00100 -9 -9 20.9844 15.8501 13.2630 56613.258 0.312 -9.49599e-01 0.3337 -7.33260e-02 3.65851e-02 22.4572 5.01351e-02 1.86688e-05 8.82266e-07 4.65204e-03 -1.83603e-07 -2.29452e-08 52 50.4548 0.5739 1 0 0.4186 41.8010 56613.473 -5.98806e-01 -6.92457e-02 3.2000 2.16129e-05 22.2982 0.4186 3.14890e-02 9.1335 0.1056 41.372536 -1.467258  41.9289 41.8006  0.1448  0.0942  0.128  0.886 0 41.8010 11.6632 
SN: 180 180 10 101 E2 1 0.53051 0.00100 0.53174 0.00100 -9 -9 11.5969 9.6071 8.3619 56559.590 0.667 1.2909 0.6688 8.55110e-03 5.05408e-02 23.0421 7.09053e-02 1.08935e-05 7.35157e-07 5.51501e-03 -3.59156e-07 -1.72549e-08 59 48.3049 0.8609 1 0 0.5294 42.4103 56558.695 0.9152 4.36643e-03 3.2000 1.20650e-05 22.9312 0.5294 2.68620e-02 5.1846 0.1321 36.149330 -5.058766  42.5654 42.4098  0.2157  0.1855  0.156  0.722 0 42.4103 12.2962 
SN: 182 182 10 101 S1 1 0.39408 0.00100 0.39512 0.00100 -9 -9 12.4109 12.3265 10.2639 56910.301 0.615 -3.17674e-01 0.4489 5.34357e-02 4.08109e-02 22.4261 5.85696e-02 1.92118e-05 1.06483e-06 6.33598e-03 -3.12029e-07 -3.05104e-08 40 41.9735 0.4285 1 0 0.3952 41.6536 56910.070 -7.62168e-01 5.67622e-02 3.2000 1.67197e-05 22.5769 0.3952 8.87000e-03 8.5118 -8.38960e-02 8.100172 -42.694527  41.5806 41.6416  0.1582  0.1137 -0.061 -0.386 0 41.6536 11.9419 
SN: 184 184 10 101 C2 1 0.15201 0.00100 0.15285 0.00100 -9 -9 59.4575 45.6935 44.3290 56915.281 0.169 0.5248 0.1479 7.98427e-02 2.66659e-02 19.9314 3.87581e-02 1.91182e-04 6.94801e-06 1.48504e-04 -3.09312e-07 -1.41311e-07 36 19.3549 0.9925 1 0 0.1544 39.3346 56915.184 0.5893 5.18951e-02 3.2000 1.70895e-04 20.0532 0.1544 3.19800e-02 6.8750 -2.02817e-01 41.408024 -1.078581  39.1194 39.2957  0.1306  0.0704 -0.176 -1.350 0 39.3346  9.4182 
