NVAR: 56 
VARNAMES: CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zHD zHDERR z zERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB SIM_TYPE_INDEX SIM_NONIA_INDEX SIM_ZCMB SIM_DLMAG SIM_PKMJD SIMx1 SIMc SIMbeta SIM_x0 SIM_mb SIMZ MWEBV T0GAPMAX delmu RA DECL MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE SIM_MU SIM_MB 

# SALT2mu fit results: 
#  NSNFIT   = 349    [ true CC/(Ia+CC) = 0.0000) ] 
#  -2log(L) = 323.41    
#  chi2(Ia)/dof = 323.41/348 = 0.986    
#  sigint   = 0.1100  (1 iterations)
#  Omega_L        =      0.69237 +-    0.01293   
#  M0avg          =    -30.00500 
#  m0-M0avg chi2/dof = 0.0 / -1 
 
SN: 48 48 10 101 C3 1 0.38492 0.00100 0.38591 0.00100 -9 -9 74.8826 58.7808 55.3942 56601.305 0.232 1.0430 0.1498 3.20813e-02 2.27078e-02 22.1091 2.77875e-02 2.57247e-05 6.66876e-07 -3.08313e-05 -2.99867e-08 -1.11051e-08 44 29.4276 0.9648 1 0 0.3851 41.5871 56601.395 1.0384 4.59387e-02 3.2000 2.31475e-05 22.2237 0.3851 8.11700e-03 4.9747 -8.17300e-02 9.617662 -43.715527  41.5225 41.5816  0.1268  0.0631 -0.059 -0.466 0 41.5871 11.5887 
SN: 51 51 10 101 C3 1 0.26202 0.00100 0.26294 0.00100 -9 -9 89.6994 81.0716 41.1407 56908.684 0.382 -2.68571e+00 0.1849 -9.02602e-02 3.86229e-02 21.3787 5.00231e-02 5.04108e-05 2.37691e-06 8.78096e-05 -8.71054e-08 -7.40472e-08 34 6.1627 1 1 0 0.2622 40.6201 56908.602 -2.72605e+00 -9.32269e-02 3.2000 5.23137e-05 21.3385 0.2622 2.83900e-02 7.1231 2.30220e-02 41.085350 -0.878460  40.6615 40.6151  0.1452  0.0947  0.046  0.320 0 40.6201 10.7035 
SN: 52 52 10 101 E1 1 0.50822 0.00100 0.50880 0.00100 -9 -9 28.5286 15.3402 14.6627 56648.359 0.499 1.0238 0.4736 -1.14235e-01 3.37808e-02 22.5070 3.87203e-02 1.78319e-05 6.47410e-07 4.44333e-03 -1.79222e-07 -1.10936e-08 36 37.7242 0.4360 1 0 0.5086 42.3055 56648.184 0.8421 -9.13283e-02 3.2000 1.74528e-05 22.5303 0.5086 7.55300e-03 6.6330 6.77310e-02 53.636837 -27.491659  42.3859 42.2979  0.1567  0.1115  0.088  0.562 0 42.3055 11.8953 
SN: 53 53 10 101 C3 1 0.19820 0.00100 0.19908 0.00100 -9 -9 108.0297 99.4125 91.1869 56550.305 0.110 0.3427 9.82874e-02 1.43897e-02 2.30270e-02 20.5904 3.00568e-02 1.04197e-04 2.92480e-06 7.76902e-05 -7.50437e-08 -5.43384e-08 41 12.5285 1 1 0 0.1989 39.9433 56550.301 0.3613 1.73343e-02 3.2000 1.04888e-04 20.5832 0.1989 7.08500e-03 4.8572 5.65500e-03 7.308070 -43.577175  39.9623 39.9319  0.1243  0.0580  0.030  0.244 0 39.9433  9.9482 
SN: 54 54 10 101 X1 1 0.67365 0.00100 0.67500 0.00100 -9 -9 12.7951 10.0986 9.1111 56567.340 0.836 0.5805 0.6670 -3.72475e-02 5.14194e-02 23.2991 5.67464e-02 8.59707e-06 4.61278e-07 1.27672e-02 -2.05232e-07 -1.02059e-08 61 60.6057 0.5264 1 0 0.6730 43.0425 56567.023 1.1807 -3.07695e-02 3.2000 7.73551e-06 23.4138 0.6730 2.35080e-02 7.1315 -1.92310e-01 35.805981 -5.583854  42.8696 43.0377  0.1972  0.1637 -0.168 -0.853 0 43.0425 12.7788 
SN: 55 55 10 101 C2 1 0.39916 0.00100 0.40027 0.00100 -9 -9 22.5419 22.2510 21.1152 56554.207 0.394 2.3605 0.4112 3.26225e-02 3.06069e-02 22.2912 4.48586e-02 2.17523e-05 9.17550e-07 3.13574e-03 -2.47799e-07 -1.84641e-08 56 47.1538 0.7940 1 0 0.3994 41.6805 56553.695 1.7852 7.41645e-02 3.2000 2.15190e-05 22.3029 0.3994 2.71500e-02 5.6881 0.1896 36.743820 -5.345895  41.8873 41.6744  0.1481  0.0992  0.213  1.438 0 41.6805 11.6679 
SN: 56 56 10 101 C3 1 0.42318 0.00100 0.42435 0.00100 -9 -9 19.8032 6.5243 5.7401 56977.859 1.159 -2.62469e-02 1.1968 7.53886e-02 7.24380e-02 23.0778 0.1594 1.05406e-05 1.66696e-06 1.43366e-02 -1.77213e-06 -5.31832e-08 8 4.2825 0.8308 1 0 0.4271 41.8530 56977.633 -9.75201e-01 9.24949e-02 3.2000 1.21843e-05 22.9205 0.4271 2.47330e-02 18.9231 0.3551 34.963341 -5.390789  42.2029 41.8242  0.3559  0.3385  0.379  1.064 0 41.8530 12.2855 
SN: 57 57 10 101 S2 1 0.45474 0.00100 0.45528 0.00100 -9 -9 20.8854 16.1858 12.7159 56629.746 0.635 0.4921 0.4494 2.63584e-02 3.62926e-02 22.6362 4.40293e-02 1.58309e-05 6.55177e-07 4.08647e-03 -1.51975e-07 -1.48067e-08 50 60.6861 0.1431 1 0 0.4554 42.0183 56629.980 -6.31621e-02 -4.40413e-05 3.2000 1.54599e-05 22.6620 0.4554 1.02750e-02 7.5372 -3.85810e-02 53.651188 -29.173143  41.9908 42.0095  0.1562  0.1108 -0.019 -0.120 0 42.0183 12.0270 
SN: 58 58 10 101 X1 1 0.66505 0.00100 0.66566 0.00100 -9 -9 12.1406 9.7356 7.3119 56997.387 0.254 -7.29605e-01 0.4972 -4.79710e-02 4.95938e-02 23.1815 5.52629e-02 9.58082e-06 5.00278e-07 5.94159e-03 -1.63085e-07 -8.23806e-09 53 50.5875 0.6068 1 0 0.6627 43.0017 56998.641 0.3086 -3.85717e-02 3.2000 7.34435e-06 23.4701 0.6627 1.04910e-02 6.5876 -4.22071e-01 54.041153 -29.138117  42.6029 43.0038  0.1981  0.1648 -0.401 -2.023 0 43.0017 12.8351 
SN: 63 63 10 101 X1 1 0.22722 0.00100 0.22765 0.00100 -9 -9 16.9384 13.7518 12.0942 56900.465 0.057 8.35732e-02 0.3742 7.68631e-02 3.90974e-02 21.1667 5.56997e-02 6.12777e-05 3.22566e-06 4.51069e-03 -7.07897e-07 -9.37768e-08 37 27.8225 0.8624 1 0 0.2262 40.2560 56900.469 0.1376 9.22967e-02 3.2000 6.12563e-05 21.1671 0.2262 1.17680e-02 9.7429 1.90540e-02 54.914761 -28.237804  40.3025 40.2645  0.1511  0.1035  0.038  0.251 0 40.2560 10.5321 
SN: 64 64 10 101 S1 1 0.50280 0.00100 0.50390 0.00100 -9 -9 25.8101 20.0079 18.4879 56937.211 0.389 1.4087 0.3455 -2.78088e-02 3.02825e-02 22.4258 3.73281e-02 1.92174e-05 6.72192e-07 2.02082e-03 -1.38826e-07 -1.22429e-08 49 42.4864 0.7658 1 0 0.5024 42.2734 56937.074 1.3114 -2.45349e-02 3.2000 1.56848e-05 22.6463 0.5024 7.41700e-03 8.5897 -2.10949e-01 8.037372 -43.920841  42.0820 42.2700  0.1459  0.0958 -0.188 -1.289 0 42.2734 12.0113 
SN: 67 67 10 101 S2 1 0.69842 0.00100 0.69981 0.00100 -9 -9 8.4597 7.1764 5.7272 56601.266 1.697 2.1664 1.1885 -1.83935e-02 7.19446e-02 23.8806 8.67385e-02 5.03217e-06 4.18510e-07 2.09155e-02 -3.42389e-07 -8.04842e-09 57 51.4751 0.7148 1 0 0.6972 43.1361 56598.816 0.6903 2.07682e-02 3.2000 5.72310e-06 23.7409 0.6972 2.42340e-02 6.4529 0.4551 34.877014 -6.980365  43.6128 43.1334  0.3030  0.2823  0.479  1.582 0 43.1361 13.1059 
SN: 68 68 10 101 C3 1 0.69878 0.00100 0.69998 0.00100 -9 -9 22.4643 22.3804 19.8611 56913.391 0.588 -1.28086e+00 0.3026 -1.99511e-01 3.74770e-02 23.3883 4.47723e-02 7.91943e-06 3.33399e-07 -2.63523e-03 -1.44079e-08 -4.55479e-09 48 47.3370 0.4999 1 0 0.6993 43.1444 56913.863 -1.46947e+00 -1.79826e-01 3.2000 7.76502e-06 23.4096 0.6993 8.63570e-02 5.2919 5.90750e-02 43.271339 0.560645  43.2174 43.1347  0.1712  0.1312  0.083  0.483 0 43.1444 12.7746 
SN: 69 69 10 101 E2 1 0.18442 0.00100 0.18527 0.00100 -9 -9 86.5473 74.4056 51.3758 57024.715 0.204 1.5985 0.2686 -1.73565e-02 3.10659e-02 20.1655 4.89390e-02 1.54094e-04 7.10460e-06 2.22345e-03 -7.22292e-07 -1.64774e-07 23 1.0006 1 1 0 0.1836 39.7500 57024.660 1.4409 -3.39120e-02 3.2000 1.67530e-04 20.0748 0.1836 5.87800e-02 6.7297 3.20330e-02 42.350082 0.768567  39.8149 39.7579  0.1350  0.0783  0.057  0.422 0 39.7500  9.4398 
SN: 70 70 10 101 C3 1 0.38047 0.00100 0.38148 0.00100 -9 -9 63.0003 44.8764 43.8361 56952.359 0.230 1.1430 0.1831 7.69666e-02 2.49440e-02 22.2647 3.07516e-02 2.22897e-05 6.40343e-07 1.88567e-04 -4.63298e-08 -1.15630e-08 49 25.6934 0.9976 1 0 0.3808 41.5583 56952.188 1.2215 7.80596e-02 3.2000 2.21388e-05 22.2721 0.3808 5.94300e-03 4.3686 -2.61890e-02 8.262109 -43.836246  41.5485 41.5519  0.1306  0.0703 -0.003 -0.026 0 41.5583 11.6371 
SN: 72 72 10 101 S2 1 0.39869 0.00100 0.39981 0.00100 -9 -9 20.9507 16.6725 13.3151 56922.012 0.484 -6.33453e-01 0.3273 -8.01168e-02 3.11645e-02 22.1880 4.16016e-02 2.39222e-05 9.34404e-07 2.14360e-03 -1.31618e-07 -1.97293e-08 44 36.6740 0.7754 1 0 0.3978 41.6702 56922.121 -4.24992e-01 -4.34259e-02 3.2000 2.31053e-05 22.2257 0.3978 2.90700e-02 7.8415 3.09250e-02 36.510571 -4.052932  41.7257 41.6714  0.1416  0.0891  0.054  0.384 0 41.6702 11.5907 
SN: 73 73 10 101 S2 1 0.16485 0.00100 0.16567 0.00100 -9 -9 42.9264 23.2975 19.4354 56945.625 0.266 0.4430 0.2237 0.2470 3.37269e-02 21.0478 5.61213e-02 6.83710e-05 3.62700e-06 1.13392e-03 -2.87727e-07 -9.88558e-08 35 20.4882 0.9823 1 0 0.1655 39.5007 56945.852 0.6397 0.2749 3.2000 7.64960e-05 20.9259 0.1655 5.18220e-02 7.6404 0.1751 42.968292 -0.322380  39.6894 39.4889  0.1366  0.0810  0.201  1.468 0 39.5007 10.2909 
SN: 75 75 10 101 C2 1 0.39186 0.00100 0.39287 0.00100 -9 -9 40.1730 40.0055 36.6849 56965.922 0.200 0.8514 0.1930 -2.08219e-01 2.40541e-02 21.5152 3.47112e-02 4.44541e-05 1.44417e-06 5.99581e-04 -1.12785e-07 -2.26928e-08 51 50.8280 0.5200 1 0 0.3928 41.6381 56965.828 0.9399 -1.88773e-01 3.2000 4.35532e-05 21.5374 0.3928 4.27400e-02 7.1205 2.08200e-02 41.577797 -1.690974  41.6707 41.6272  0.1295  0.0683  0.044  0.336 0 41.6381 10.9024 
SN: 76 76 10 101 X3 1 0.29463 0.00100 0.29566 0.00100 -9 -9 39.5779 36.8071 34.0184 56600.094 0.233 -3.60916e-01 0.1641 0.1938 2.62627e-02 22.1831 3.73799e-02 2.40299e-05 8.41713e-07 3.97013e-04 -4.50028e-08 -1.71346e-08 30 14.1274 0.9959 1 0 0.2945 40.9088 56599.871 -1.58253e-01 0.1939 3.2000 2.39551e-05 22.1865 0.2945 2.68010e-02 5.3876 -4.81060e-02 36.719685 -5.449187  40.8824 40.9067  0.1286  0.0666 -0.024 -0.189 0 40.9088 11.5515 
SN: 78 78 10 101 E2 1 0.71316 0.00100 0.71383 0.00100 -9 -9 7.3034 6.2117 5.2333 56961.969 1.173 -8.85349e-01 0.9036 8.40819e-02 9.09128e-02 24.0412 8.48843e-02 4.34014e-06 3.52935e-07 7.82718e-03 -2.10080e-07 -6.21795e-09 58 62.7985 0.3102 1 0 0.7124 43.1935 56963.547 -5.11106e-01 6.36585e-03 3.2000 4.85120e-06 23.9204 0.7124 9.10000e-03 7.4919 -1.92148e-01 53.280582 -26.795317  43.0182 43.1887  0.3440  0.3259 -0.171 -0.496 0 43.1935 13.2854 
SN: 79 79 10 101 X3 1 0.82998 0.00100 0.83146 0.00100 -9 -9 8.6631 8.6327 7.0597 56670.980 0.877 -8.47311e-01 0.6323 3.35992e-02 8.09912e-02 24.4790 6.82915e-02 2.89988e-06 1.88258e-07 1.53717e-02 -7.17071e-08 -2.43599e-09 24 26.4391 0.3845 1 0 0.8298 43.6004 56673.059 0.4887 0.1140 3.2000 2.76218e-06 24.5319 0.8298 2.64420e-02 3.8157 5.77100e-03 35.794037 -4.974766  43.6229 43.5923  0.2829  0.2606  0.031  0.108 0 43.6004 13.8969 
SN: 80 80 10 101 S1 1 0.27195 0.00100 0.27302 0.00100 -9 -9 50.4742 44.6962 30.9815 56944.625 0.226 1.6969 0.2374 0.1516 2.95254e-02 21.4161 4.15534e-02 4.87023e-05 1.90007e-06 6.80261e-04 -2.33474e-07 -4.06580e-08 42 24.2215 0.9907 1 0 0.2732 40.7219 56944.512 1.8537 0.1553 3.2000 4.13344e-05 21.5942 0.2732 1.96980e-02 10.1475 -1.93169e-01 33.933647 -4.475461  40.5386 40.7073  0.1383  0.0839 -0.169 -1.220 0 40.7219 10.9592 
SN: 81 81 10 101 E2 1 0.62730 0.00100 0.62863 0.00100 -9 -9 6.4690 6.0328 5.5290 57026.152 0.445 -1.19366e+00 0.3142 -1.16710e-02 9.21804e-02 23.4123 6.95477e-02 7.74616e-06 5.12423e-07 1.78244e-02 -7.66701e-08 -2.27337e-08 27 31.8100 0.2823 1 0 0.6283 42.8607 57026.676 -1.15000e+00 -5.91045e-02 3.2000 7.36137e-06 23.4676 0.6283 2.69770e-02 4.8977 -2.20967e-01 35.140705 -6.535057  42.6525 42.8495  0.2700  0.2466 -0.197 -0.730 0 42.8607 12.8326 
SN: 83 83 10 101 S1 1 0.70060 0.00100 0.70202 0.00100 -9 -9 9.1328 7.7544 7.0409 56578.270 0.556 8.94333e-02 0.7300 1.48431e-02 6.43688e-02 23.6032 7.14164e-02 6.49683e-06 4.41709e-07 1.57668e-02 -2.20055e-07 -9.15332e-09 63 54.0580 0.8076 1 0 0.7017 43.1532 56579.398 1.5650 2.32131e-02 3.2000 6.26077e-06 23.6434 0.7017 2.12380e-02 6.5524 -2.27799e-01 33.967995 -5.373403  42.9383 43.1416  0.2384  0.2115 -0.203 -0.853 0 43.1532 13.0084 
SN: 84 84 10 101 C3 1 0.49699 0.00100 0.49810 0.00100 -9 -9 57.3197 26.8952 25.4351 56628.977 0.294 -1.49670e+00 0.1785 -5.70520e-02 2.65762e-02 22.9958 2.94691e-02 1.13677e-05 3.12768e-07 2.06434e-04 -1.64659e-08 -5.54212e-09 52 36.3602 0.9607 1 0 0.4978 42.2498 56628.941 -1.34811e+00 -6.47565e-02 3.2000 1.28072e-05 22.8664 0.4978 6.96400e-03 4.0572 7.60570e-02 7.546721 -42.892471  42.3388 42.2398  0.1333  0.0753  0.099  0.743 0 42.2498 12.2314 
SN: 86 86 10 101 C3 1 0.83203 0.00100 0.83272 0.00100 -9 -9 14.2953 10.9319 5.2351 56911.891 1.225 0.8549 0.6438 0.2222 8.42485e-02 24.4600 5.91665e-02 2.95112e-06 1.65282e-07 1.34848e-02 -5.88763e-08 -4.17221e-09 57 59.0078 0.4385 1 0 0.8314 43.6054 56913.570 0.3481 5.72009e-02 3.2000 3.19238e-06 24.3747 0.8314 6.80100e-03 4.9086 -3.82444e-01 53.521519 -28.497189  43.2387 43.5989  0.2842  0.2621 -0.360 -1.267 0 43.6054 13.7397 
SN: 88 88 10 101 X1 1 0.51913 0.00100 0.52034 0.00100 -9 -9 6.9364 6.7506 6.6160 57014.246 0.821 -7.88947e-01 0.7926 0.1431 6.90188e-02 23.5679 7.95107e-02 6.71194e-06 5.09974e-07 1.51332e-02 -2.29217e-07 -2.30595e-08 35 30.9646 0.7068 1 0 0.5195 42.3608 57013.609 -5.04271e-01 0.1769 3.2000 6.32397e-06 23.6325 0.5195 2.69590e-02 4.6017 -7.08900e-03 35.696358 -7.080594  42.3695 42.3532  0.2302  0.2022  0.016  0.071 0 42.3608 12.9975 
SN: 89 89 10 101 E2 1 0.30964 0.00100 0.31071 0.00100 -9 -9 20.4075 13.5112 10.8495 56899.895 0.390 1.4877 0.4942 4.58933e-02 3.95318e-02 21.7328 6.72659e-02 3.63804e-05 2.32520e-06 6.73719e-03 -8.86586e-07 -5.93349e-08 43 36.2220 0.7581 1 0 0.3104 41.0407 56899.086 1.4957 9.26405e-02 3.2000 3.53921e-05 21.7627 0.3104 2.68470e-02 8.9557 0.1093 35.066353 -6.598894  41.1643 41.0311  0.1669  0.1256  0.133  0.798 0 41.0407 11.1277 
SN: 90 90 10 101 S1 1 0.20651 0.00100 0.20739 0.00100 -9 -9 57.0714 53.2422 44.4331 56582.852 0.169 -1.19252e+00 0.1805 -3.44460e-02 2.86221e-02 20.7542 3.83521e-02 8.96036e-05 3.22169e-06 8.16638e-04 -2.44372e-07 -7.31440e-08 43 25.5798 0.9881 1 0 0.2063 40.0311 56582.930 -1.15473e+00 -2.15768e-02 3.2000 8.92271e-05 20.7588 0.2063 1.02790e-02 9.2368 1.16220e-02 9.957878 -43.302517  40.0675 40.0315  0.1317  0.0724  0.036  0.273 0 40.0311 10.1238 
SN: 91 91 10 101 S1 1 0.48103 0.00100 0.48224 0.00100 -9 -9 12.5338 8.7885 6.3238 56988.879 0.679 -4.49591e-01 0.5376 0.1085 4.50699e-02 23.1744 5.27772e-02 9.64391e-06 4.80368e-07 4.63714e-03 -1.32426e-07 -1.07667e-08 50 36.8134 0.9323 1 0 0.4813 42.1618 56989.402 -6.87435e-01 0.1016 3.2000 9.26283e-06 23.2181 0.4813 2.16470e-02 7.3949 -4.43720e-02 35.017345 -5.550523  42.1342 42.1550  0.1839  0.1473 -0.021 -0.113 0 42.1618 12.5831 
SN: 92 92 10 101 X3 1 0.76860 0.00100 0.77003 0.00100 -9 -9 10.8492 10.3510 8.1480 57015.371 0.891 -8.51953e-01 0.7110 7.53209e-02 6.58176e-02 24.1297 5.80331e-02 4.00067e-06 2.19655e-07 1.21570e-02 -8.91458e-08 -2.76678e-09 24 23.2784 0.5613 1 0 0.7697 43.3994 57016.781 0.4921 3.95321e-02 3.2000 4.14168e-06 24.0921 0.7697 2.36930e-02 6.1705 -2.72800e-01 35.827709 -5.615736  43.1394 43.3876  0.2470  0.2212 -0.248 -1.005 0 43.3994 13.4571 
SN: 94 94 10 101 C1 1 0.57336 0.00100 0.57395 0.00100 -9 -9 13.9583 11.1506 9.5683 56551.812 0.522 0.5493 0.4827 4.56090e-02 3.94081e-02 23.2291 4.85711e-02 9.17003e-06 4.19541e-07 4.70243e-03 -1.38916e-07 -8.68131e-09 67 72.4004 0.3349 1 0 0.5740 42.6224 56551.566 0.4784 5.65868e-02 3.2000 8.04254e-06 23.3715 0.5740 1.12020e-02 5.0604 -1.03666e-01 53.843884 -27.253914  42.5300 42.6130  0.1700  0.1296 -0.083 -0.488 0 42.6224 12.7365 
SN: 96 96 10 101 E2 1 0.66635 0.00100 0.66752 0.00100 -9 -9 7.9075 7.1056 6.8421 56624.078 1.102 0.9012 0.9497 9.10551e-02 8.67327e-02 23.6056 9.54182e-02 6.48273e-06 5.95509e-07 1.61156e-02 -4.09098e-07 -2.34138e-08 50 61.8792 0.1414 1 0 0.6660 43.0148 56623.461 -8.93082e-01 -8.52389e-02 3.2000 7.13133e-06 23.5021 0.6660 5.80360e-02 7.7726 -2.21964e-01 43.093468 -0.456880  42.8104 43.0089  0.3105  0.2904 -0.199 -0.639 0 43.0148 12.8671 
SN: 98 98 10 101 X3 1 0.63593 0.00100 0.63655 0.00100 -9 -9 12.4864 11.6141 11.5366 56678.133 0.787 -1.04314e+00 0.7148 0.1968 7.21181e-02 23.9866 7.01848e-02 4.56434e-06 3.04796e-07 2.14101e-02 -1.58559e-07 -1.52963e-08 18 18.7471 0.4732 1 0 0.6332 42.8810 56678.859 0.1300 0.1330 3.2000 4.83824e-06 23.9233 0.6332 1.03480e-02 4.2701 -3.25744e-01 53.841568 -26.745562  42.5808 42.8855  0.2208  0.1915 -0.305 -1.380 0 42.8810 13.2883 
SN: 99 99 10 101 S1 1 0.25652 0.00100 0.25752 0.00100 -9 -9 35.5226 33.1880 32.8040 56601.148 0.348 -2.72105e+00 0.2888 0.1693 3.93533e-02 21.9501 5.10404e-02 2.97814e-05 1.43345e-06 1.43288e-03 -1.16339e-07 -4.51576e-08 43 27.1740 0.9714 1 0 0.2571 40.5715 56601.328 -2.62359e+00 0.1676 3.2000 2.57053e-05 22.1099 0.2571 2.68230e-02 6.3338 -1.89375e-01 36.149372 -5.722101  40.3974 40.5627  0.1479  0.0988 -0.165 -1.117 0 40.5715 11.4749 
SN: 101 101 10 101 C1 1 0.59822 0.00100 0.59880 0.00100 -9 -9 22.6160 15.0123 14.2537 56632.676 0.577 0.6096 0.3725 -1.93661e-01 3.32355e-02 22.8242 4.01213e-02 1.33143e-05 5.01209e-07 1.33569e-03 -1.08556e-07 -4.90714e-09 49 35.3359 0.9421 1 0 0.5981 42.7307 56633.297 0.2078 -1.42892e-01 3.2000 1.26554e-05 22.8793 0.5981 1.42860e-02 4.4076 0.1541 55.056892 -27.010777  42.8993 42.7245  0.1630  0.1203  0.175  1.072 0 42.7307 12.2443 
SN: 105 105 10 101 E2 1 0.21177 0.00100 0.21274 0.00100 -9 -9 44.2102 39.9557 32.5169 56993.109 0.023 -1.10991e+00 0.1686 8.30619e-02 2.77793e-02 20.9723 3.79512e-02 7.32941e-05 2.60725e-06 8.72912e-04 -1.55093e-07 -5.76375e-08 42 22.2993 0.9962 1 0 0.2125 40.1041 56993.164 -1.00622e+00 1.96662e-02 3.2000 7.53103e-05 20.9429 0.2125 2.49990e-02 8.2426 -1.96732e-01 36.394840 -5.632079  39.9211 40.0927  0.1292  0.0678 -0.172 -1.327 0 40.1041 10.3079 
SN: 106 106 10 101 C1 1 0.40296 0.00100 0.40346 0.00100 -9 -9 29.1170 20.4692 13.4258 57030.734 0.295 0.1023 0.3418 -6.02522e-02 3.17129e-02 22.2962 4.12179e-02 2.16521e-05 8.37782e-07 4.51599e-03 -1.94211e-07 -1.91643e-08 36 27.1792 0.8815 1 0 0.4030 41.7036 57030.934 -1.21169e-01 -4.56662e-02 3.2000 2.34548e-05 22.2094 0.4030 1.18050e-02 4.9932 0.1553 54.221565 -29.756021  41.8734 41.6986  0.1381  0.0834  0.175  1.266 0 41.7036 11.5744 
SN: 107 107 10 101 X1 1 0.60636 0.00100 0.60762 0.00100 -9 -9 12.8533 10.2970 8.4018 56622.176 1.198 -1.12162e-01 0.9147 -2.85483e-02 6.00643e-02 23.3804 7.14360e-02 7.97682e-06 5.42485e-07 2.42567e-02 -3.61530e-07 -1.48480e-08 51 66.5295 8.46856e-02 1 0 0.6056 42.7633 56622.203 -1.98507e-01 -3.34417e-02 3.2000 8.44077e-06 23.3190 0.6056 2.58900e-02 5.6056 4.23080e-02 37.521290 -4.416626  42.8261 42.7601  0.2237  0.1948  0.066  0.295 0 42.7633 12.6840 
SN: 109 109 10 101 E1 1 0.49819 0.00100 0.49875 0.00100 -9 -9 11.0148 6.5522 6.0246 56546.910 0.748 1.0542 0.7219 9.54637e-02 4.79268e-02 23.4815 6.47245e-02 7.26782e-06 4.46434e-07 9.07906e-03 -2.27150e-07 -1.08438e-08 56 63.9361 0.2461 1 0 0.4968 42.2443 56546.480 -1.08766e-01 0.1569 3.2000 7.85906e-06 23.3966 0.4968 6.66500e-03 4.5272 0.4274 53.386982 -28.496161  42.6936 42.2460  0.2033  0.1710  0.448  2.201 0 42.2443 12.7616 
SN: 110 110 10 101 C2 1 0.55284 0.00100 0.55346 0.00100 -9 -9 13.2549 8.9843 5.5695 56638.453 0.729 -1.05030e+00 0.6131 3.91319e-03 5.44453e-02 23.1544 7.06638e-02 9.82321e-06 6.60596e-07 6.48084e-03 -2.85447e-07 -1.52190e-08 33 25.0340 0.8682 1 0 0.5535 42.5270 56639.215 -1.09003e+00 -9.07983e-02 3.2000 1.10763e-05 23.0240 0.5535 9.04500e-03 9.0322 -1.73435e-01 52.216969 -28.373108  42.3648 42.5176  0.2179  0.1880 -0.153 -0.701 0 42.5270 12.3890 
SN: 111 111 10 101 C3 1 0.31562 0.00100 0.31666 0.00100 -9 -9 61.6453 56.8493 39.7382 56561.125 0.179 -5.97317e-01 0.1259 9.47600e-02 2.46011e-02 22.2574 3.30758e-02 2.24399e-05 6.94127e-07 2.87893e-04 -2.13641e-08 -1.35431e-08 48 25.7402 0.9975 1 0 0.3159 41.0850 56560.992 -4.26788e-01 9.14459e-02 3.2000 2.66092e-05 22.0724 0.3159 2.68910e-02 5.2779 0.1380 37.192085 -4.249226  41.2406 41.0791  0.1253  0.0600  0.162  1.289 0 41.0850 11.4374 
SN: 112 112 10 101 X3 1 0.22216 0.00100 0.22306 0.00100 -9 -9 45.5450 40.3692 38.7269 56643.590 0.215 -1.24711e+00 0.2108 0.2241 3.07971e-02 21.7056 4.38665e-02 3.73041e-05 1.53804e-06 1.30842e-03 -1.24510e-07 -3.79764e-08 33 10.6572 1 1 0 0.2198 40.1864 56643.691 -1.16491e+00 0.2090 3.2000 3.91474e-05 21.6532 0.2198 3.15820e-02 5.6882 -4.97130e-02 41.215343 -1.389200  40.1839 40.2094  0.1330  0.0747 -0.026 -0.192 0 40.1864 11.0182 
SN: 113 113 10 101 C3 1 0.76914 0.00100 0.76984 0.00100 -9 -9 10.6089 9.6986 9.3422 57040.973 0.404 -2.92330e-01 0.8030 8.10622e-02 6.43864e-02 24.5705 5.20693e-02 2.66572e-06 1.30956e-07 1.03204e-02 -5.91338e-08 -2.33072e-09 25 22.8093 0.6437 1 0 0.7704 43.4020 57041.879 -1.08661e+00 0.1112 3.2000 2.72897e-06 24.5450 0.7704 7.26700e-03 4.5224 0.2286 52.449051 -28.186407  43.6401 43.3895  0.2480  0.2222  0.251  1.011 0 43.4020 13.9100 
SN: 114 114 10 101 X3 1 0.55849 0.00100 0.55975 0.00100 -9 -9 24.6911 23.5206 22.9252 56615.973 0.552 2.5129 0.5147 0.1707 3.79521e-02 23.5545 5.52983e-02 6.79540e-06 3.55065e-07 4.28678e-03 -1.32605e-07 -8.48787e-09 41 37.3293 0.6759 1 0 0.5579 42.5475 56616.156 1.5442 0.1703 3.2000 7.07181e-06 23.5112 0.5579 2.98000e-02 6.4313 0.1623 35.977005 -3.853218  42.7300 42.5442  0.1695  0.1289  0.186  1.097 0 42.5475 12.8762 
SN: 115 115 10 101 C3 1 0.66150 0.00100 0.66272 0.00100 -9 -9 25.5953 23.0928 20.9965 56919.305 0.524 -2.20968e-01 0.3106 -7.35430e-02 3.32505e-02 23.4696 3.16549e-02 7.34774e-06 2.17379e-07 8.90061e-04 -2.84948e-08 -3.31971e-09 52 35.0995 0.9651 1 0 0.6614 42.9966 56919.469 -1.24187e-01 -4.02592e-02 3.2000 7.01336e-06 23.5202 0.6614 5.91400e-03 2.9977 3.07850e-02 7.575049 -43.262115  43.0440 42.9896  0.1537  0.1073  0.054  0.354 0 42.9966 12.8852 
